ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
4EACBE75EEA8C891,electric_bike,2021-12-12 13:04:07,2021-12-12 13:22:40,,,,,41.9,-87.68,41.93,-87.71,casual
678F7100BC2CC5DF,electric_bike,2021-12-12 11:08:04,2021-12-12 11:15:12,,,,,41.95,-87.71,41.94,-87.71,casual
81DFF3AD4A17CFC2,electric_bike,2021-12-12 00:47:06,2021-12-12 01:03:38,,,,,41.94,-87.65,41.94,-87.72,casual
D1CE0904E2CB89E9,electric_bike,2021-12-12 10:50:03,2021-12-12 11:06:05,,,,,41.92,-87.77,41.92,-87.79,casual
E742FF508922203D,electric_bike,2021-12-11 20:13:28,2021-12-11 20:35:08,,,,,41.78,-87.62,41.74,-87.61,casual
012D98E877636C49,electric_bike,2021-12-06 19:18:08,2021-12-06 19:26:05,,,,,41.88,-87.63,41.89,-87.62,casual
51F3DC8E0C32267F,electric_bike,2021-12-07 09:09:43,2021-12-07 09:12:28,,,,,41.89,-87.63,41.89,-87.63,casual
08E79DFCC1F43490,electric_bike,2021-12-07 11:53:45,2021-12-07 11:57:11,,,,,41.79,-87.6,41.79,-87.59,casual
7E35DCFE67EFC435,electric_bike,2021-12-07 17:18:28,2021-12-07 17:20:11,,,,,41.93,-87.78,41.93,-87.78,casual
5420C2EAA3D76093,electric_bike,2021-12-17 20:59:22,2021-12-17 21:06:30,,,,,41.95,-87.68,41.95,-87.7,casual
6639CE1C26329B4A,electric_bike,2021-12-17 19:06:29,2021-12-17 19:26:07,,,,,41.92,-87.69,41.89,-87.65,casual
090A729F2D337F26,electric_bike,2021-12-18 01:27:23,2021-12-18 01:33:26,,,,,41.77,-87.58,41.76,-87.57,casual
89E931762C62F0DA,electric_bike,2021-12-18 15:11:01,2021-12-18 15:22:48,,,,,41.74,-87.55,41.76,-87.57,casual
67ABB1E31FA87C10,electric_bike,2021-12-18 15:06:01,2021-12-18 15:10:15,,,,,41.73,-87.55,41.74,-87.55,casual
B24B0BB58314406C,electric_bike,2021-12-18 17:41:16,2021-12-18 17:48:13,,,,,41.94,-87.72,41.93,-87.71,casual
5D8AEC44C4D3B406,electric_bike,2021-12-18 17:51:29,2021-12-18 18:04:59,,,,,41.93,-87.71,41.94,-87.72,casual
D9CD216ECB69F573,electric_bike,2021-12-17 22:52:57,2021-12-17 22:54:59,,,,,41.93,-87.69,41.93,-87.69,casual
F15CE1F316F36687,electric_bike,2021-12-17 21:51:21,2021-12-17 22:08:45,,,,,41.68,-87.71,41.71,-87.7,casual
ADAB4AF710358B69,electric_bike,2021-12-18 12:47:11,2021-12-18 13:01:44,,,,,41.91,-87.76,41.92,-87.81,casual
2D4135C6B4CFEDAF,electric_bike,2021-12-18 11:44:06,2021-12-18 11:54:12,,,,,41.96,-87.65,41.96,-87.65,casual
8D3C7D764B18F9FF,electric_bike,2021-12-06 15:03:28,2021-12-06 15:09:06,,,,,41.79,-87.59,41.79,-87.6,casual
A8F918A725DC5031,electric_bike,2021-12-06 16:35:54,2021-12-06 16:38:31,,,,,41.94,-87.72,41.94,-87.73,casual
07A29C8D6B8A9ECC,electric_bike,2021-12-06 14:09:46,2021-12-06 14:15:54,,,,,41.8,-87.72,41.81,-87.73,casual
532CC3C58C76B0B9,electric_bike,2021-12-03 21:33:02,2021-12-03 21:45:56,,,,,41.8,-87.58,41.8,-87.6,casual
BBB112B3D5074D49,electric_bike,2021-12-03 18:21:53,2021-12-03 18:39:00,,,,,41.79,-87.59,41.79,-87.6,casual
17CF23000CD63B6F,electric_bike,2021-12-04 17:45:09,2021-12-04 17:52:17,,,,,41.8,-87.59,41.79,-87.59,casual
D1B121809A4C9182,electric_bike,2021-12-04 17:36:16,2021-12-04 17:44:17,,,,,41.95,-87.65,41.95,-87.67,casual
48D9F3EACCE8CF76,electric_bike,2021-12-03 19:51:05,2021-12-03 19:59:54,,,,,41.92,-87.71,41.92,-87.69,casual
455183D12C248928,electric_bike,2021-12-04 17:46:25,2021-12-04 17:57:22,,,,,41.91,-87.69,41.94,-87.68,casual
A9313EF4FF0ED234,electric_bike,2021-12-04 14:27:45,2021-12-04 14:58:43,,,,,41.94,-87.68,41.91,-87.69,casual
0E8CAED15E8BA402,electric_bike,2021-12-04 14:08:48,2021-12-04 14:22:42,,,,,41.91,-87.69,41.94,-87.68,casual
748168997C21F11B,electric_bike,2021-12-07 20:35:27,2021-12-07 21:00:18,,,,,41.96,-87.75,41.91,-87.73,casual
5F137FC6E4C10B75,electric_bike,2021-12-08 15:30:27,2021-12-08 15:40:40,,,,,41.94,-87.83,41.95,-87.83,casual
E449490916F522B6,electric_bike,2021-12-08 16:35:44,2021-12-08 17:18:47,,,,,41.9,-87.7,41.91,-87.7,casual
91906981AA440ECA,electric_bike,2021-12-07 23:18:11,2021-12-07 23:27:06,,,,,41.95,-87.72,41.94,-87.75,casual
3D07215B9142D2F9,electric_bike,2021-12-03 07:05:55,2021-12-03 07:11:24,,,,,41.94,-87.71,41.92,-87.71,casual
4F10586793CC229B,electric_bike,2021-12-03 09:51:57,2021-12-03 10:15:55,,,,,41.91,-87.67,41.95,-87.71,casual
85DC0A698957609D,electric_bike,2021-12-03 10:05:06,2021-12-03 10:05:18,,,,,41.94,-87.73,41.94,-87.72,casual
C1DC83E5B971DBA4,electric_bike,2021-12-03 10:05:46,2021-12-03 10:13:10,,,,,41.94,-87.72,41.94,-87.73,casual
9AC000D9B9F2FB7D,electric_bike,2021-12-03 08:24:08,2021-12-03 08:28:50,,,,,41.8,-87.59,41.79,-87.6,casual
6453DCA2AEB6E67B,electric_bike,2021-12-02 18:34:16,2021-12-02 18:47:33,,,,,41.97,-87.71,41.93,-87.69,casual
1C638F821562D330,electric_bike,2021-12-03 15:18:34,2021-12-03 15:21:44,,,,,41.98,-87.68,41.98,-87.67,casual
14CADB5DBAA0D453,electric_bike,2021-12-03 17:29:47,2021-12-03 17:34:09,,,,,41.91,-87.7,41.92,-87.7,casual
D59E963178083FF9,electric_bike,2021-12-03 10:08:35,2021-12-03 10:42:34,,,,,41.93,-87.74,41.91,-87.71,casual
A888C610419248B7,electric_bike,2021-12-03 07:54:19,2021-12-03 08:03:53,,,,,41.9,-87.69,41.89,-87.68,casual
928EE2798D7244FD,electric_bike,2021-12-03 14:13:30,2021-12-03 14:39:48,,,,,41.94,-87.73,41.89,-87.68,casual
8B5E94286BD47FAD,electric_bike,2021-12-03 13:09:02,2021-12-03 13:17:42,,,,,41.92,-87.73,41.94,-87.73,casual
4EB5F0A28F999AA2,electric_bike,2021-12-03 12:56:39,2021-12-03 13:04:11,,,,,41.9,-87.72,41.92,-87.73,casual
60A82397F65ED9B0,electric_bike,2021-12-03 01:40:26,2021-12-03 01:42:54,,,,,41.8,-87.6,41.8,-87.6,casual
28FFE26BE3802F9A,electric_bike,2021-12-02 22:12:55,2021-12-02 22:18:06,,,,,41.8,-87.6,41.79,-87.59,casual
FA0D46DA48CFBAB7,electric_bike,2021-12-02 23:22:56,2021-12-02 23:27:56,,,,,41.79,-87.59,41.79,-87.59,casual
4F8BC5C6488C8411,electric_bike,2021-12-02 16:17:16,2021-12-02 16:24:06,,,,,41.88,-87.76,41.88,-87.76,casual
72A8508CB90D47BB,electric_bike,2021-12-02 14:44:55,2021-12-02 14:53:59,,,,,41.93,-87.68,41.94,-87.7,casual
1E7CAE78E86EF6B7,electric_bike,2021-12-02 09:46:06,2021-12-02 10:03:57,,,,,41.94,-87.72,41.93,-87.68,casual
9F28BE9952071A31,electric_bike,2021-12-02 15:38:48,2021-12-02 15:53:03,,,,,41.95,-87.72,41.94,-87.7,casual
225A9F842773DEFB,electric_bike,2021-12-01 18:47:39,2021-12-01 18:59:03,,,,,41.97,-87.68,41.95,-87.67,casual
DBFBC155BE4E923B,electric_bike,2021-12-02 07:21:52,2021-12-02 07:38:55,,,,,41.93,-87.72,41.9,-87.71,casual
7DF32889D05DF609,electric_bike,2021-12-01 22:52:03,2021-12-01 22:58:16,,,,,41.9,-87.69,41.9,-87.71,casual
CA1461F8A721B7D8,electric_bike,2021-12-01 19:14:28,2021-12-01 19:19:42,,,,,41.79,-87.63,41.79,-87.65,casual
134EF82906E1B7DE,electric_bike,2021-12-02 08:34:31,2021-12-02 08:39:57,,,,,41.8,-87.59,41.79,-87.6,casual
83C7D6A684632C96,electric_bike,2021-12-01 20:57:47,2021-12-01 21:36:41,,,,,41.72,-87.68,41.77,-87.57,casual
597D33927377D437,electric_bike,2021-12-02 13:09:04,2021-12-02 13:14:07,,,,,41.92,-87.71,41.92,-87.72,member
902AA57FB1C299FF,electric_bike,2021-12-02 16:07:49,2021-12-02 16:14:41,,,,,41.92,-87.72,41.94,-87.71,member
993F804725B2FA3C,electric_bike,2021-12-02 13:02:29,2021-12-02 13:07:05,,,,,41.92,-87.72,41.92,-87.71,member
4823B790736D38E2,electric_bike,2021-12-02 16:18:27,2021-12-02 16:24:37,,,,,41.94,-87.71,41.92,-87.72,member
AB46E7F9A22C4269,electric_bike,2021-12-02 09:06:19,2021-12-02 09:09:08,,,,,41.92,-87.72,41.92,-87.71,member
63140DBDB5C1E189,electric_bike,2021-12-02 09:10:55,2021-12-02 09:12:59,,,,,41.92,-87.71,41.92,-87.72,member
429829C11143ED7F,electric_bike,2021-12-07 07:05:48,2021-12-07 07:08:55,,,,,41.96,-87.7,41.97,-87.7,member
95B99D0723F5B2E9,electric_bike,2021-12-31 15:02:55,2021-12-31 15:11:10,,,,,42.0,-87.67,42.0,-87.66,member
4D4A7507FB372F9B,electric_bike,2021-12-03 18:50:02,2021-12-03 19:00:32,,,,,41.9,-87.63,41.93,-87.64,member
852C1F16FD23F5F1,classic_bike,2021-12-21 11:38:21,2021-12-21 12:08:45,Aberdeen St & Jackson Blvd,13157,Aberdeen St & Jackson Blvd,13157,41.87772613,-87.65478743,41.87772613,-87.65478743,member
09D5ABB15CD568C4,electric_bike,2021-12-06 12:17:57,2021-12-06 12:22:01,,,,,41.79,-87.6,41.79,-87.6,member
59CCE7D7D50E66A4,electric_bike,2021-12-20 12:57:11,2021-12-20 13:01:27,,,,,41.92,-87.71,41.92,-87.69,member
43C8F85DF855D889,electric_bike,2021-12-20 12:35:52,2021-12-20 12:40:00,,,,,41.92,-87.73,41.92,-87.71,member
5C5FB334ADD8B0E6,electric_bike,2021-12-20 13:04:30,2021-12-20 13:06:27,,,,,41.92,-87.69,41.92,-87.69,member
63E0904D6F6CBCCF,electric_bike,2021-12-20 12:43:14,2021-12-20 12:47:40,,,,,41.92,-87.71,41.92,-87.71,member
D10D1669DBE4D228,electric_bike,2021-12-20 12:22:39,2021-12-20 12:29:37,,,,,41.93,-87.7,41.92,-87.73,member
6028852E5185DFEB,electric_bike,2021-12-20 13:20:03,2021-12-20 13:26:03,,,,,41.92,-87.69,41.93,-87.7,member
ECDD9F095D1643ED,electric_bike,2021-12-20 17:24:23,2021-12-20 17:30:03,,,,,41.93,-87.69,41.93,-87.7,member
3078FB9DA79CB547,electric_bike,2021-12-20 16:46:32,2021-12-20 16:48:47,,,,,41.93,-87.7,41.93,-87.7,member
83CAA7DFB1F1A28C,electric_bike,2021-12-14 18:04:26,2021-12-14 18:43:19,,,,,41.83,-87.68,41.96,-87.7,member
4D74625B560FFADA,electric_bike,2021-12-24 17:05:08,2021-12-24 17:08:33,,,,,41.93,-87.72,41.93,-87.71,member
FD03246B4D2B37A6,electric_bike,2021-12-21 21:46:14,2021-12-21 21:56:39,,,,,41.93,-87.64,41.94,-87.67,member
173808287D5B1AA7,electric_bike,2021-12-03 19:38:30,2021-12-03 19:47:08,,,,,41.97,-87.65,41.95,-87.66,member
2753EDD1F9D017C8,electric_bike,2021-12-10 09:57:49,2021-12-10 10:02:47,,,,,41.79,-87.59,41.79,-87.6,member
F186B4D1AE38F132,electric_bike,2021-12-10 17:24:12,2021-12-10 17:28:50,,,,,41.79,-87.6,41.79,-87.59,member
C060E478BFA154C7,electric_bike,2021-12-14 17:51:06,2021-12-14 17:58:44,,,,,41.94,-87.75,41.93,-87.77,member
6BA1899BA0F1F295,electric_bike,2021-12-18 15:52:38,2021-12-18 15:54:18,,,,,41.96,-87.7,41.97,-87.7,member
B0C8BBE23DDE18B9,electric_bike,2021-12-03 11:00:16,2021-12-03 11:03:39,,,Kingsbury St & Kinzie St,KA1503000043,41.89,-87.63,41.88921583333333,-87.6377315,member
D053442E5DF93A4C,electric_bike,2021-12-31 19:31:41,2021-12-31 19:37:27,,,,,41.8,-87.59,41.8,-87.6,member
F185F8FE6F0381D4,electric_bike,2021-12-20 13:41:49,2021-12-20 14:00:27,,,,,41.91,-87.68,41.94,-87.74,member
3176F6AE5B7F2D62,electric_bike,2021-12-04 12:58:47,2021-12-04 13:02:06,Michigan Ave & Oak St,13042,,,41.900973,-87.62367566666667,41.89,-87.62,member
27FCF0C54FA3DE12,electric_bike,2021-12-08 11:51:18,2021-12-08 11:55:56,,,,,41.79,-87.59,41.79,-87.6,member
CD01D7D0BAD58697,electric_bike,2021-12-19 14:35:48,2021-12-19 15:12:39,,,,,41.92,-87.71,41.85,-87.69,member
A839D10CB7893E28,electric_bike,2021-12-10 04:03:22,2021-12-10 04:09:44,,,,,41.93,-87.77,41.94,-87.75,member
1D7EF1490E982A93,electric_bike,2021-12-10 09:13:27,2021-12-10 09:17:01,,,,,41.94,-87.74,41.94,-87.75,member
F9DE7BEDE6A3B2A6,electric_bike,2021-12-10 08:55:03,2021-12-10 08:58:03,,,,,41.94,-87.75,41.94,-87.74,member
8CFAA3F94C2B8A03,electric_bike,2021-12-10 04:34:00,2021-12-10 04:41:19,,,,,41.93,-87.74,41.94,-87.75,member
2F63718E2CC6F044,electric_bike,2021-12-10 03:00:47,2021-12-10 03:08:27,,,,,41.94,-87.75,41.93,-87.77,member
4CB2E86FBA6AE899,electric_bike,2021-12-10 04:15:58,2021-12-10 04:22:28,,,,,41.94,-87.75,41.93,-87.74,member
D540B31DC3F507BD,electric_bike,2021-12-14 11:25:21,2021-12-14 11:33:33,,,,,41.8,-87.58,41.79,-87.6,member
2B014922737E6FD1,electric_bike,2021-12-06 18:43:35,2021-12-06 18:47:31,,,,,41.93,-87.66,41.93,-87.65,member
57CC615C6AA4E096,electric_bike,2021-12-07 19:00:42,2021-12-07 19:02:51,,,,,41.96,-87.71,41.96,-87.7,member
0E386E7C124088B0,classic_bike,2021-12-17 11:15:16,2021-12-17 11:38:28,Aberdeen St & Jackson Blvd,13157,Aberdeen St & Jackson Blvd,13157,41.87772613,-87.65478743,41.87772613,-87.65478743,member
7EDB67DAAC1F00D8,electric_bike,2021-12-04 13:37:48,2021-12-04 13:43:58,,,,,41.96,-87.67,41.96,-87.69,member
3957CF27E7550653,electric_bike,2021-12-04 12:19:02,2021-12-04 12:25:40,,,,,41.96,-87.69,41.96,-87.67,member
5F5090A9FF5B314D,electric_bike,2021-12-12 10:23:08,2021-12-12 10:30:37,,,,,41.94,-87.75,41.93,-87.74,member
1E0145CA2DCC1CEF,electric_bike,2021-12-12 08:34:18,2021-12-12 08:43:00,,,,,41.93,-87.77,41.94,-87.75,member
54BB52261C699F98,electric_bike,2021-12-12 10:35:56,2021-12-12 10:46:30,,,,,41.93,-87.74,41.93,-87.77,member
4E941D63B067FAE7,electric_bike,2021-12-07 22:07:51,2021-12-07 22:11:13,,,,,41.8,-87.59,41.8,-87.6,member
E956A603D866C9E5,electric_bike,2021-12-19 17:40:51,2021-12-19 17:56:24,,,,,41.9,-87.69,41.89,-87.65,member
6EDF2D917075683B,electric_bike,2021-12-19 14:59:48,2021-12-19 15:26:24,,,,,41.87,-87.63,41.9,-87.69,member
5C2BF5976B32584C,electric_bike,2021-12-19 14:59:10,2021-12-19 14:59:27,,,,,41.87,-87.63,41.87,-87.63,member
E8A0C7F54A3B1387,electric_bike,2021-12-25 19:04:32,2021-12-25 19:08:37,,,,,41.9,-87.64,41.9,-87.63,member
50E9DF1B1E31D382,electric_bike,2021-12-01 16:36:13,2021-12-01 16:42:00,,,,,41.79,-87.6,41.8,-87.6,member
170CA83BF0A2A735,electric_bike,2021-12-01 16:47:43,2021-12-01 16:57:41,,,,,41.8,-87.6,41.78,-87.6,member
5FA58CCC8173793A,electric_bike,2021-12-18 09:16:10,2021-12-18 09:20:50,,,,,41.93,-87.71,41.93,-87.72,member
200B570EBA0DABA9,electric_bike,2021-12-18 11:21:18,2021-12-18 11:26:54,,,,,41.93,-87.73,41.93,-87.71,member
8956027B9B84C167,electric_bike,2021-12-18 10:38:45,2021-12-18 10:50:21,,,,,41.93,-87.72,41.93,-87.73,member
87FA5E3D119A0D34,electric_bike,2021-12-18 11:32:46,2021-12-18 11:35:39,,,,,41.93,-87.71,41.93,-87.71,member
470EA99A9B0B8999,electric_bike,2021-12-18 10:33:26,2021-12-18 10:35:21,,,,,41.93,-87.72,41.93,-87.72,member
B75EF16FD9CD72B6,electric_bike,2021-12-08 15:52:49,2021-12-08 15:55:39,,,,,41.8,-87.6,41.81,-87.6,member
B421A9B909F790A5,electric_bike,2021-12-08 15:48:10,2021-12-08 15:50:42,,,,,41.81,-87.6,41.8,-87.6,member
D71F46A4BBED0167,electric_bike,2021-12-03 09:53:56,2021-12-03 09:59:20,,,,,41.93,-87.72,41.93,-87.71,member
96C4BB987FDB8AC6,electric_bike,2021-12-03 08:20:41,2021-12-03 08:24:39,,,,,41.93,-87.71,41.93,-87.72,member
4B7FFF3E74340250,electric_bike,2021-12-10 08:12:38,2021-12-10 08:40:02,,,,,41.9,-87.72,41.85,-87.68,member
E0E7D2DC76D92A45,electric_bike,2021-12-25 06:41:17,2021-12-25 06:43:50,,,,,41.9,-87.63,41.9,-87.63,member
D23320C5C04ED951,electric_bike,2021-12-24 21:52:29,2021-12-24 22:09:57,,,,,41.85,-87.71,41.85,-87.71,member
7092DA5E60DC72A4,electric_bike,2021-12-25 14:23:25,2021-12-25 14:27:24,,,,,41.86,-87.71,41.85,-87.71,member
23A6ACDB060C603B,electric_bike,2021-12-25 07:53:21,2021-12-25 08:31:52,,,,,41.85,-87.71,41.85,-87.71,member
F75658B905F4D718,electric_bike,2021-12-25 14:13:07,2021-12-25 14:16:35,,,,,41.85,-87.71,41.86,-87.71,member
5CFE627BB7089A56,classic_bike,2021-12-07 11:07:41,2021-12-07 11:09:29,Michigan Ave & 18th St,13150,State St & 19th St,SL-013,41.857813,-87.62455,41.856594,-87.627542,member
DFE99F941FCC881F,electric_bike,2021-12-04 16:32:22,2021-12-04 16:56:27,Broadway & Granville Ave,15571,,,41.99477983333333,-87.66028083333333,42.04,-87.68,member
3DCB877A0285CAAE,electric_bike,2021-12-30 17:43:38,2021-12-30 17:54:31,Broadway & Granville Ave,15571,,,41.9948595,-87.660201,42.0,-87.67,member
E3E121302F978721,electric_bike,2021-12-14 17:56:48,2021-12-14 18:02:10,Michigan Ave & 18th St,13150,,,41.85781983333333,-87.62468566666666,41.85,-87.64,member
1667FCF138B56F49,electric_bike,2021-12-16 09:14:56,2021-12-16 09:21:14,Michigan Ave & 18th St,13150,,,41.8579555,-87.62452333333333,41.84,-87.63,member
267B65891BA99E57,electric_bike,2021-12-04 08:02:16,2021-12-04 08:10:02,Dearborn St & Van Buren St,624,Kingsbury St & Kinzie St,KA1503000043,41.876239,-87.62950333333333,41.88913933333333,-87.63795983333333,member
9676F971CEF3269B,electric_bike,2021-12-04 19:42:04,2021-12-04 19:44:01,Dearborn St & Van Buren St,624,Dearborn St & Monroe St,TA1305000006,41.8762285,-87.62956183333333,41.88052733333333,-87.62940383333333,member
2687FFA4C580DE3C,electric_bike,2021-12-20 19:34:37,2021-12-20 19:35:57,Kedzie Ave & George St,436,,,41.93,-87.71,41.94,-87.71,member
A481E7C9766C8CF3,classic_bike,2021-12-22 18:53:07,2021-12-22 18:57:04,Southport Ave & Waveland Ave,13235,Clark St & Grace St,TA1307000127,41.94815,-87.66394,41.95078,-87.659172,member
6723339C01C698AB,electric_bike,2021-12-11 17:21:38,2021-12-11 17:38:24,Southport Ave & Waveland Ave,13235,,,41.948154,-87.663931,41.92,-87.66,casual
9DE0D58CAE8F7F78,electric_bike,2021-12-11 10:40:01,2021-12-11 10:43:24,Racine Ave & Fullerton Ave,TA1306000026,,,41.92567066666667,-87.65854833333333,41.93,-87.66,casual
613F3C77A2F0CD33,electric_bike,2021-12-14 23:00:44,2021-12-14 23:04:52,Rockwell St & Fletcher St,435,,,41.94,-87.69,41.93,-87.69,casual
7C325A092ED45893,electric_bike,2021-12-16 02:21:57,2021-12-16 02:26:02,Southport Ave & Waveland Ave,13235,,,41.948101,-87.6640275,41.95,-87.68,member
94CD6948AED44755,electric_bike,2021-12-20 15:00:11,2021-12-20 15:07:27,Kedzie Ave & George St,436,,,41.93,-87.71,41.95,-87.71,casual
6D49914CB091108A,electric_bike,2021-12-15 11:03:14,2021-12-15 11:09:19,Racine Ave & Fullerton Ave,TA1306000026,,,41.92559,-87.65852933333333,41.93,-87.66,casual
EC8B70116F0D5DF2,electric_bike,2021-12-14 20:45:33,2021-12-14 20:50:15,Kedzie Ave & George St,436,,,41.93,-87.71,41.92,-87.7,casual
348A03D7680468DB,electric_bike,2021-12-16 17:54:50,2021-12-16 18:01:19,Southport Ave & Waveland Ave,13235,,,41.9480625,-87.6641085,41.94,-87.66,casual
DAFAAB021B8B0D35,electric_bike,2021-12-04 21:56:51,2021-12-04 22:02:07,Franklin St & Lake St,TA1307000111,,,41.88517433333333,-87.63496916666666,41.89,-87.65,member
AA2562FBAA3D5865,classic_bike,2021-12-18 22:01:34,2021-12-19 23:01:26,Franklin St & Lake St,TA1307000111,,,41.885837,-87.6355,,,member
68D6D754DF901217,classic_bike,2021-12-12 16:45:38,2021-12-12 16:55:51,Franklin St & Lake St,TA1307000111,Wells St & Walton St,TA1306000011,41.885837,-87.6355,41.89993001,-87.63443007,member
7D21E166E7DB65EA,electric_bike,2021-12-22 11:40:38,2021-12-22 11:47:05,Franklin St & Lake St,TA1307000111,,,41.88599116666666,-87.63517916666666,41.88,-87.63,casual
23D7161350087BD3,electric_bike,2021-12-12 00:44:28,2021-12-12 01:19:33,Elston Ave & Cortland St,TA1305000039,,,41.91641116666667,-87.66687883333333,42.02,-87.68,casual
F9EF3827D4C3E619,electric_bike,2021-12-14 07:56:10,2021-12-14 08:00:20,Franklin St & Lake St,TA1307000111,,,41.886141539,-87.635575056,41.89,-87.63,casual
94DB122E4DF9C458,electric_bike,2021-12-07 19:25:42,2021-12-07 19:30:04,Desplaines St & Randolph St,15535,,,41.88461466666666,-87.6445145,41.88,-87.63,casual
1D10DBDB8CC3F724,electric_bike,2021-12-02 23:00:09,2021-12-02 23:14:38,Elston Ave & Cortland St,TA1305000039,,,41.9164625,-87.66682233333333,41.91,-87.72,casual
B9A1876A36E53B9D,classic_bike,2021-12-08 17:15:36,2021-12-08 17:23:54,Desplaines St & Randolph St,15535,Kingsbury St & Kinzie St,KA1503000043,41.88461618962,-87.6445705849,41.88917683258,-87.6385057718,casual
76BBFEAE0BF5FBAD,electric_bike,2021-12-13 10:12:50,2021-12-13 10:22:53,Milwaukee Ave & Fullerton Ave,428,,,41.92,-87.7,41.9,-87.69,casual
A9FCC2F7DBA7F3D7,electric_bike,2021-12-11 16:10:26,2021-12-11 16:25:36,Milwaukee Ave & Fullerton Ave,428,,,41.92,-87.7,41.94,-87.68,casual
5F3EA0A13D076C79,docked_bike,2021-12-11 20:42:20,2021-12-11 20:59:28,Desplaines St & Randolph St,15535,,,41.884616,-87.644571,,,casual
936ADDAC013084BD,electric_bike,2021-12-17 11:55:04,2021-12-17 12:09:03,Peoria St & Jackson Blvd,13158,,,41.877578,-87.64951816666667,41.88,-87.63,member
0840FB765109EE29,electric_bike,2021-12-31 15:32:42,2021-12-31 15:38:45,Peoria St & Jackson Blvd,13158,Kingsbury St & Kinzie St,KA1503000043,41.877633,-87.64942266666667,41.88917683258,-87.6385057718,member
F76B894C0A50C250,electric_bike,2021-12-30 19:50:12,2021-12-30 19:57:18,Peoria St & Jackson Blvd,13158,Kingsbury St & Kinzie St,KA1503000043,41.877502084,-87.649269104,41.88917683258,-87.6385057718,member
75A426060296CF8E,electric_bike,2021-12-17 12:48:46,2021-12-17 13:05:24,Virginia Ave & Catalpa Ave,441,,,41.98,-87.71,41.97,-87.71,member
90A9E0CADA139C82,electric_bike,2021-12-16 07:12:16,2021-12-16 07:15:10,Wells St & Hubbard St,TA1307000151,,,41.88987016666667,-87.63449366666667,41.88,-87.64,member
0CA312891385BBA1,classic_bike,2021-12-15 11:27:32,2021-12-15 11:33:03,Wells St & Hubbard St,TA1307000151,Desplaines St & Kinzie St,TA1306000003,41.889906,-87.634266,41.888716036,-87.6444478533,member
F09CF97875BBC9A0,electric_bike,2021-12-22 19:55:34,2021-12-22 20:02:56,Clark St & Schiller St,TA1309000024,,,41.90812283333333,-87.631485,41.93,-87.64,member
85B51DD92A0C8DAB,electric_bike,2021-12-25 14:51:37,2021-12-25 15:01:13,Hoyne Ave & Balmoral Ave,655,,,41.979908,-87.68190466666667,41.97,-87.69,member
4358227BD6C9FFBD,electric_bike,2021-12-22 10:54:09,2021-12-22 11:02:54,Wells St & Hubbard St,TA1307000151,,,41.89001616666667,-87.633993,41.88,-87.64,member
D14EEF20E176FC72,classic_bike,2021-12-13 17:54:06,2021-12-13 18:00:57,Southport Ave & Clark St,TA1308000047,Clark St & Grace St,TA1307000127,41.957081,-87.664199,41.95078,-87.659172,member
023F16E24773DFD3,electric_bike,2021-12-09 21:42:06,2021-12-09 21:48:31,Kingsbury St & Erie St,13265,,,41.89365466666667,-87.64184966666667,41.89,-87.63,casual
97137FC838C3EA83,electric_bike,2021-12-12 15:28:33,2021-12-12 15:51:32,Kingsbury St & Erie St,13265,,,41.8940135,-87.64188316666667,41.93,-87.63,casual
BB8D9BA82F37AA35,electric_bike,2021-12-31 06:23:41,2021-12-31 06:37:11,Peoria St & Jackson Blvd,13158,,,41.877626166666666,-87.649214,41.89,-87.61,casual
7C0B4AFBDC551EF5,electric_bike,2021-12-08 15:40:40,2021-12-08 15:53:31,Clark St & Schiller St,TA1309000024,,,41.9080165,-87.63154433333334,41.89,-87.63,casual
424B417937A79E79,electric_bike,2021-12-03 18:28:33,2021-12-03 18:37:38,Kedzie Ave & George St,436,,,41.93,-87.71,41.92,-87.72,member
E4E500A03884FBCC,electric_bike,2021-12-08 21:15:04,2021-12-08 21:19:00,MLK Jr Dr & 29th St,TA1307000139,,,41.8419505,-87.61691983333333,41.83,-87.62,member
644BEDB5487DCD0A,electric_bike,2021-12-07 22:13:47,2021-12-07 22:27:32,Southport Ave & Waveland Ave,13235,,,41.94817733333333,-87.66397933333333,41.91,-87.65,member
AB3EF843B71DB327,electric_bike,2021-12-11 18:28:17,2021-12-11 18:38:46,Kedzie Ave & George St,436,,,41.93,-87.71,41.94,-87.69,member
1470C13CDD051BF7,electric_bike,2021-12-09 15:58:34,2021-12-09 16:19:44,Racine Ave & Fullerton Ave,TA1306000026,,,41.92574483333333,-87.65854866666666,41.92,-87.72,member
4746A2A89B60AF93,electric_bike,2021-12-21 10:49:23,2021-12-21 10:56:14,MLK Jr Dr & 29th St,TA1307000139,,,41.8420075,-87.61697683333334,41.83,-87.63,member
F3ED086C9682020D,classic_bike,2021-12-01 18:55:50,2021-12-01 18:58:58,Southport Ave & Waveland Ave,13235,Clark St & Grace St,TA1307000127,41.94815,-87.66394,41.95078,-87.659172,member
2248ED3D187FB634,electric_bike,2021-12-02 17:13:34,2021-12-02 17:24:55,Elston Ave & Cortland St,TA1305000039,,,41.9164755,-87.66677466666667,41.94,-87.64,member
